id,symbol,made_at,target_at,now_price,sigma_h,quantile,call_value,kalshi_strike,kalshi_no_at_strike,kalshi_no_at_call,model_no_at_strike,edge_pp,actual_price,won,settled_at,made_at_iso,target_at_iso,settled_at_iso
588,BTCUSDT,1781719210.997399,1781722800.0,65924.26,0.006376341769899521,0.7,66093.50001035054,66099.99,0.565,0.555914014490755,0.7066756708472404,14.167567084724041,65516.0,1,1781722825.6419597,2026-06-17T14:00:10,2026-06-17T15:00:00,2026-06-17T15:00:25
587,BTCUSDT,1781715627.5971715,1781719200.0,65864.13,0.00614984755802581,0.7,66027.20212046358,65999.99,0.735,0.7594909084172192,0.6698454777533824,-6.515452224661756,66107.99,0,1781719205.3685634,2026-06-17T13:00:27,2026-06-17T14:00:00,2026-06-17T14:00:05
586,BTCUSDT,1781712008.97202,1781715600.0,65777.76,0.00619919263028682,0.7,65941.92664772739,65899.99,0.385,0.40387149147732415,0.6531522350563159,26.815223505631593,65864.13,1,1781715622.1271658,2026-06-17T12:00:08,2026-06-17T13:00:00,2026-06-17T13:00:22
585,BTCUSDT,1781708427.3001616,1781712000.0,65116.01,0.008479272101120934,0.7,65338.40051084269,65299.99,0.745,0.7699668320477522,0.6687705148089713,-7.622948519102868,65751.99,0,1781712002.6868787,2026-06-17T11:00:27,2026-06-17T12:00:00,2026-06-17T12:00:02
584,BTCUSDT,1781704803.2644699,1781708400.0,65242.0,0.0048477949210874735,0.7,65369.29876321164,65399.99,0.755,0.724308763211644,0.7403146661488204,-1.468533385117965,65101.45,1,1781708421.6801524,2026-06-17T10:00:03,2026-06-17T11:00:00,2026-06-17T11:00:21
583,BTCUSDT,1781701225.4128473,1781704800.0,65014.0,0.003358376804184076,0.7,65101.85346697173,65099.99,0.7050000000000001,0.7068634669717285,0.6962635469240005,-0.8736453075999573,65278.0,0,1781704827.8948245,2026-06-17T09:00:25,2026-06-17T10:00:00,2026-06-17T10:00:27
582,BTCUSDT,1781697612.0824835,1781701200.0,64798.0,0.0029098496316751843,0.7,64873.86047783763,64899.99,0.745,0.6979668601077413,0.7563733370330149,1.1373337033014908,65040.88,0,1781701219.9998608,2026-06-17T08:00:12,2026-06-17T09:00:00,2026-06-17T09:00:19
581,BTCUSDT,1781694011.7970998,1781697600.0,64829.99,0.0028486678071413416,0.7,64904.29120284417,64899.99,1.0,1.0,0.6897326046978507,-31.026739530214932,64810.01,1,1781697606.5530167,2026-06-17T07:00:11,2026-06-17T08:00:00,2026-06-17T08:00:06
580,BTCUSDT,1781690412.264778,1781694000.0,64909.44,0.003371279800802185,0.7,64997.489396552955,64999.99,0.72,0.7159990344847319,0.7049563999208918,-1.504360007910821,64798.0,1,1781694006.3079555,2026-06-17T06:00:12,2026-06-17T07:00:00,2026-06-17T07:00:06
579,BTCUSDT,1781686810.8698988,1781690400.0,64926.7,0.00519814659403797,0.7,65062.548589192,65099.99,0.79,0.7506865186516057,0.7457498765551102,-4.425012344488987,64909.44,1,1781690406.7824283,2026-06-17T05:00:10,2026-06-17T06:00:00,2026-06-17T06:00:06
578,BTCUSDT,1781683219.7757282,1781686800.0,65517.81,0.005103546122973139,0.7,65652.39802908796,65699.99,1.0,1.0,0.7577278486311432,-24.227215136885683,64926.02,1,1781686804.9360282,2026-06-17T04:00:19,2026-06-17T05:00:00,2026-06-17T05:00:04
577,BTCUSDT,1781679609.2490191,1781683200.0,65624.01,0.0025889246194330836,0.7,65692.35985051919,65699.99,0.76,0.7455027159864533,0.7191737698766566,-4.082623012334341,65539.51,1,1781683214.348812,2026-06-17T03:00:09,2026-06-17T04:00:00,2026-06-17T04:00:14
576,BTCUSDT,1781676022.8805249,1781679600.0,65828.12,0.0022925346282265373,0.7,65888.82953021045,65899.99,0.755,0.7321210369314168,0.7311228223577734,-2.3877177642226632,65624.01,1,1781679602.693154,2026-06-17T02:00:22,2026-06-17T03:00:00,2026-06-17T03:00:02
575,BTCUSDT,1781672422.0789912,1781676000.0,65895.2,0.0027123270562459945,0.7,65967.1054837284,65999.99,0.815,0.762384773965436,0.7730209687388561,-4.197903126114388,65836.3,1,1781676017.4807322,2026-06-17T01:00:22,2026-06-17T02:00:00,2026-06-17T02:00:17
574,BTCUSDT,1781668808.1828704,1781672400.0,65868.3,0.0027791432601167593,0.7,65941.94773586927,65899.99,0.685,0.7479366038038934,0.5906581954451953,-9.43418045548048,65892.01,1,1781672416.5720694,2026-06-17T00:00:08,2026-06-17T01:00:00,2026-06-17T01:00:16
573,BTCUSDT,1781665227.0511425,1781668800.0,65897.03,0.0035567215925464877,0.7,65991.33954101658,65999.99,0.815,0.8002942197281824,0.7158126646448342,-9.918733535516576,65852.0,1,1781668801.1035392,2026-06-16T23:00:27,2026-06-17T00:00:00,2026-06-17T00:00:01
572,BTCUSDT,1781661603.182776,1781665200.0,65940.01,0.003751298130470955,0.7,66039.54767704388,65999.99,0.725,0.7764249801570419,0.6254839551701328,-9.95160448298672,65903.99,1,1781665221.5790997,2026-06-16T22:00:03,2026-06-16T23:00:00,2026-06-16T23:00:21
