date,ticker,bin_lo,bin_hi,bin_label,side,our_p,kalshi_p,edge_pp,entry_price,contracts,won,pnl,ext_diff_at_entry,models_spread_at_entry,our_pred_at_entry
2026-04-22,UHPHX_042226_85,86.0,86.0,86°,no,0.03406813627254509,0.09000000000000008,-5.593186372745499,0.9099999999999999,10.98901098901099,1,0.9890109890109908,,,
2026-04-23,RH_below_83,-inf,83.0,83° or below,yes,0.50199203187251,0.010000000000000009,49.199203187250994,0.010000000000000009,999.9999999999991,0,-10.0,,,
2026-04-23,UHPHX_042326_83,84.0,84.0,84°,yes,0.1892430278884462,0.030000000000000027,15.924302788844619,0.030000000000000027,333.33333333333303,0,-10.0,,,
2026-04-23,UHPHX_042326_85,86.0,86.0,86°,no,0.15139442231075698,0.4750000000000001,-32.360557768924316,0.5249999999999999,19.04761904761905,1,9.047619047619051,,,
2026-04-23,UHPHX_042326_86,87.0,87.0,87°,no,0.02390438247011952,0.20499999999999996,-18.109561752988043,0.795,12.578616352201257,1,2.578616352201257,,,
2026-04-23,UHPHX_042326_87,88.0,88.0,88°,no,0.0,0.07,-7.000000000000001,0.9299999999999999,10.752688172043012,1,0.7526881720430119,,,
2026-04-23,UHPHX_042326_88,89.0,89.0,89°,no,0.0,0.09000000000000001,-9.000000000000002,0.91,10.989010989010989,1,0.989010989010989,,,
2026-04-23,UHPHX_042326_84,85.0,85.0,85°,no,0.118,0.31999999999999984,-20.199999999999985,0.6800000000000002,14.705882352941172,0,-10.0,,,
2026-04-24,RH_below_86,-inf,86.0,86° or below,no,0.0,0.06999999999999995,-6.999999999999995,0.93,10.75268817204301,1,0.7526881720430101,,,
2026-04-24,UHPHX_042426_89,90.0,90.0,90°,no,0.418,0.83,-41.199999999999996,0.17000000000000004,58.82352941176469,1,48.82352941176469,,,
2026-04-24,UHPHX_042426_90,91.0,91.0,91°,yes,0.582,0.07,51.2,0.07,142.85714285714283,0,-10.0,,,
2026-04-25,RH_below_82,-inf,82.0,82° or below,yes,0.1814516129032258,0.040000000000000036,14.145161290322578,0.040000000000000036,249.99999999999977,0,-10.0,,,
2026-04-25,UHPHX_042526_82,83.0,83.0,83°,yes,0.23387096774193547,0.08499999999999996,14.88709677419355,0.08499999999999996,117.64705882352946,0,-10.0,,,
2026-04-25,UHPHX_042526_84,85.0,85.0,85°,no,0.11491935483870967,0.2750000000000001,-16.00806451612904,0.7249999999999999,13.793103448275865,1,3.7931034482758648,,,
2026-04-25,UHPHX_042526_85,86.0,86.0,86°,no,0.1592741935483871,0.27,-11.072580645161292,0.73,13.698630136986301,1,3.698630136986301,,,
2026-04-25,UHPHX_042526_83,84.0,84.0,84°,no,0.13709677419354838,0.19999999999999996,-6.290322580645158,0.8,12.5,0,-10.0,,,
2026-04-25,UHPHX_042526_86,87.0,87.0,87°,yes,0.12375249500998003,0.03,9.375249500998004,0.03,333.33333333333337,0,-10.0,,,
2026-04-26,RH_below_75,-inf,75.0,75° or below,yes,0.34331337325349304,0.030000000000000027,31.331337325349303,0.030000000000000027,333.33333333333303,0,-10.0,,,
2026-04-26,UHPHX_042626_75,76.0,76.0,76°,yes,0.31736526946107785,0.040000000000000036,27.73652694610778,0.040000000000000036,249.99999999999977,0,-10.0,,,
2026-04-26,UHPHX_042626_77,78.0,78.0,78°,no,0.03592814371257485,0.2400000000000001,-20.407185628742525,0.7599999999999999,13.157894736842106,1,3.157894736842106,,,
2026-04-26,UHPHX_042626_78,79.0,79.0,79°,no,0.0,0.27499999999999997,-27.499999999999996,0.7250000000000001,13.793103448275861,0,-10.0,,,
2026-04-26,UHPHX_042626_79,80.0,80.0,80°,no,0.0,0.08999999999999998,-8.999999999999998,0.91,10.989010989010989,1,0.989010989010989,,,
2026-04-26,UHPHX_042626_76,77.0,77.0,77°,yes,0.25149700598802394,0.19499999999999984,5.64970059880241,0.19499999999999984,51.28205128205133,0,-10.0,,,
2026-04-26,RH_above_83,84.0,inf,84° or above,no,0.0,0.06,-6.0,0.94,10.638297872340425,1,0.6382978723404253,,,
2026-04-27,UHPHX_042726_78,79.0,79.0,79°,yes,0.12903225806451613,0.02000000000000013,10.9032258064516,0.02000000000000013,499.99999999999676,0,-10.0,,,
2026-04-27,UHPHX_042726_80,81.0,81.0,81°,no,0.06451612903225806,0.20999999999999996,-14.54838709677419,0.79,12.658227848101266,0,-10.0,,,
2026-04-27,UHPHX_042726_81,82.0,82.0,82°,no,0.0,0.29500000000000004,-29.500000000000004,0.705,14.184397163120568,1,4.184397163120568,,,
2026-04-27,UHPHX_042726_82,83.0,83.0,83°,no,0.0967741935483871,0.15499999999999997,-5.822580645161287,0.845,11.834319526627219,1,1.834319526627219,,,
2026-04-27,UHPHX_042726_83,84.0,84.0,84°,no,0.0,0.05,-5.0,0.95,10.526315789473685,1,0.526315789473685,,,
2026-04-27,RH_below_78,-inf,78.0,78° or below,yes,0.5483870967741935,0.08999999999999997,45.83870967741935,0.08999999999999997,111.11111111111114,0,-10.0,,,
2026-04-27,UHPHX_042726_79,80.0,80.0,80°,yes,0.16129032258064516,0.04999999999999982,11.129032258064534,0.04999999999999982,200.0000000000007,0,-10.0,,,
2026-04-27,UHPHX_042726_77,78.0,78.0,78°,no,0.0,0.05999999999999994,-5.999999999999995,0.9400000000000001,10.638297872340425,1,0.6382978723404253,,,
2026-04-28,RH_below_82,-inf,82.0,82° or below,yes,0.8064516129032258,0.050000000000000044,75.64516129032258,0.050000000000000044,199.99999999999983,0,-10.0,,,
2026-04-28,UHPHX_042826_83,84.0,84.0,84°,no,0.03225806451612903,0.18500000000000005,-15.274193548387101,0.815,12.269938650306749,1,2.2699386503067487,,,
2026-04-28,UHPHX_042826_84,85.0,85.0,85°,no,0.0,0.1200000000000001,-12.00000000000001,0.8799999999999999,11.363636363636365,1,1.363636363636365,,,
2026-04-28,UHPHX_042826_85,86.0,86.0,86°,no,0.0,0.2799999999999999,-27.999999999999993,0.7200000000000001,13.888888888888888,0,-10.0,,,
2026-04-28,UHPHX_042826_86,87.0,87.0,87°,no,0.0,0.29,-28.999999999999996,0.71,14.084507042253522,1,4.084507042253522,,,
2026-04-28,UHPHX_042826_82,83.0,83.0,83°,yes,0.16129032258064516,0.010000000000000009,15.129032258064514,0.010000000000000009,999.9999999999991,0,-10.0,,,
2026-04-28,UHPHX_042826_87,88.0,88.0,88°,no,0.0,0.05500000000000001,-5.500000000000001,0.945,10.582010582010582,1,0.5820105820105823,,,
2026-04-29,UHPHX_042926_90,91.0,91.0,91°,no,0.8023952095808383,0.9299999999999999,-12.760479041916161,0.07000000000000006,142.85714285714272,1,132.85714285714272,,,
2026-04-29,UHPHX_042926_91,92.0,92.0,92°,yes,0.1157684630738523,0.02500000000000001,9.07684630738523,0.02500000000000001,399.9999999999999,0,-10.0,,,
2026-05-05,UHPHX_050526_76,77.0,77.0,77°,no,0.0,0.09999999999999998,-9.999999999999998,0.9,11.11111111111111,1,1.1111111111111107,,,
2026-05-05,UHPHX_050526_78,79.0,79.0,79°,no,0.0,0.88,-88.0,0.12,83.33333333333334,1,73.33333333333334,,,
2026-05-05,UHPHX_050526_80,81.0,81.0,81°,yes,0.7345309381237525,0.05,68.45309381237524,0.05,200.0,0,-10.0,,,
2026-05-06,RH_below_81,-inf,81.0,81° or below,no,0.0,0.050000000000000044,-5.000000000000004,0.95,10.526315789473685,1,0.526315789473685,,,
2026-05-06,UHPHX_050626_82,83.0,83.0,83°,yes,0.15737051792828685,0.02499999999999991,13.237051792828694,0.02499999999999991,400.0000000000014,0,-10.0,,,
2026-05-06,UHPHX_050626_84,85.0,85.0,85°,no,0.29880478087649404,0.6299999999999999,-33.119521912350585,0.3700000000000001,27.02702702702702,1,17.02702702702702,,,
2026-05-06,UHPHX_050626_85,86.0,86.0,86°,yes,0.2788844621513944,0.08000000000000002,19.88844621513944,0.08000000000000002,124.99999999999997,0,-10.0,,,
2026-05-06,UHPHX_050626_86,87.0,87.0,87°,yes,0.11155378486055777,0.035,7.655378486055777,0.035,285.71428571428567,0,-10.0,,,
2026-05-06,UHPHX_050626_83,84.0,84.0,84°,no,0.09561752988047809,0.1499999999999999,-5.438247011952183,0.8500000000000001,11.76470588235294,0,-10.0,,,
2026-05-06,UHPHX_050626_81,82.0,82.0,82°,no,0.0,0.08499999999999996,-8.499999999999996,0.915,10.92896174863388,1,0.9289617486338795,,,
2026-05-07,RH_below_91,-inf,91.0,91° or below,no,0.0,0.06499999999999995,-6.499999999999995,0.935,10.695187165775401,1,0.6951871657754012,,,
2026-05-07,UHPHX_050726_94,95.0,95.0,95°,yes,0.3548387096774194,0.08999999999999997,26.48387096774194,0.08999999999999997,111.11111111111114,1,101.11111111111114,,,
2026-05-07,UHPHX_050726_96,97.0,97.0,97°,no,0.0,0.10500000000000001,-10.500000000000002,0.895,11.1731843575419,1,1.1731843575418992,,,
2026-05-07,RH_above_99,100.0,inf,100° or above,no,0.0,0.09,-9.0,0.91,10.989010989010989,1,0.989010989010989,,,
2026-05-07,UHPHX_050726_91,92.0,92.0,92°,yes,0.2903225806451613,0.04499999999999993,24.53225806451614,0.04499999999999993,222.22222222222257,0,-10.0,,,
2026-05-07,UHPHX_050726_92,93.0,93.0,93°,yes,0.25806451612903225,0.010000000000000009,24.806451612903224,0.010000000000000009,999.9999999999991,0,-10.0,,,
2026-05-07,UHPHX_050726_93,94.0,94.0,94°,no,0.0,0.16999999999999993,-16.999999999999993,0.8300000000000001,12.048192771084336,1,2.048192771084336,,,
2026-05-07,UHPHX_050726_95,96.0,96.0,96°,no,0.0,0.345,-34.5,0.655,15.267175572519083,1,5.267175572519083,,,
2026-05-07,UHPHX_050726_97,98.0,98.0,98°,no,0.0,0.06499999999999999,-6.499999999999999,0.935,10.695187165775401,1,0.6951871657754012,,,
2026-05-08,UHPHX_050826_98,99.0,99.0,99°,yes,0.3870967741935484,0.06499999999999995,32.20967741935484,0.06499999999999995,153.84615384615398,0,-10.0,,,
2026-05-08,UHPHX_050826_99,100.0,100.0,100°,no,0.12903225806451613,0.32000000000000006,-19.096774193548395,0.6799999999999999,14.705882352941178,1,4.7058823529411775,,,
2026-05-08,UHPHX_050826_100,101.0,101.0,101°,no,0.16129032258064516,0.3849999999999999,-22.370967741935473,0.6150000000000001,16.260162601626014,0,-10.0,,,
2026-05-08,UHPHX_050826_102,103.0,103.0,103°,no,0.0,0.07500000000000001,-7.500000000000001,0.925,10.81081081081081,1,0.8108108108108105,,,
2026-05-08,UHPHX_050826_101,102.0,102.0,102°,yes,0.16129032258064516,0.024999999999999994,13.629032258064516,0.024999999999999994,400.0000000000001,0,-10.0,,,
2026-05-08,UHPHX_050826_103,104.0,104.0,104°,no,0.0,0.065,-6.5,0.935,10.695187165775401,1,0.6951871657754012,,,
2026-05-08,RH_below_96,-inf,96.0,96° or below,no,0.0,0.050000000000000044,-5.000000000000004,0.95,10.526315789473685,1,0.526315789473685,,,
2026-05-09,KXHIGHTPHX-26MAY09-T101,-inf,100.0,100° or below,yes,0.0967741935483871,0.015,8.17741935483871,0.015,666.6666666666667,0,-10.0,,,
2026-05-09,KXHIGHTPHX-26MAY09-B101.5,101.0,102.0,101° to 102°,yes,0.7741935483870968,0.11499999999999999,65.91935483870968,0.11499999999999999,86.95652173913044,0,-10.0,,,
2026-05-09,KXHIGHTPHX-26MAY09-B103.5,103.0,104.0,103° to 104°,no,0.12903225806451613,0.47,-34.096774193548384,0.53,18.867924528301884,1,8.867924528301884,,,
2026-05-09,KXHIGHTPHX-26MAY09-B105.5,105.0,106.0,105° to 106°,no,0.0,0.33999999999999997,-34.0,0.66,15.15151515151515,0,-10.0,,,
2026-05-09,KXHIGHTPHX-26MAY09-B107.5,107.0,108.0,107° to 108°,no,0.0,0.05,-5.0,0.95,10.526315789473685,1,0.526315789473685,,,
2026-05-10,KXHIGHTPHX-26MAY10-T103,-inf,102.0,102° or below,yes,0.1935483870967742,0.015,17.854838709677416,0.015,666.6666666666667,0,-10.0,,,
2026-05-10,KXHIGHTPHX-26MAY10-B103.5,103.0,104.0,103° to 104°,yes,0.8064516129032258,0.075,73.14516129032258,0.075,133.33333333333334,0,-10.0,,,
2026-05-10,KXHIGHTPHX-26MAY10-B105.5,105.0,106.0,105° to 106°,no,0.0,0.585,-58.5,0.41500000000000004,24.096385542168672,0,-10.0,,,
2026-05-10,KXHIGHTPHX-26MAY10-B107.5,107.0,108.0,107° to 108°,no,0.0,0.295,-29.5,0.7050000000000001,14.184397163120567,1,4.1843971631205665,,,
2026-05-11,KXHIGHTPHX-26MAY11-T106,-inf,105.0,105° or below,yes,0.3548387096774194,0.025,32.983870967741936,0.025,400.0,0,-10.0,,,
2026-05-11,KXHIGHTPHX-26MAY11-B106.5,106.0,107.0,106° to 107°,yes,0.5806451612903226,0.155,42.564516129032256,0.155,64.51612903225806,0,-10.0,,,
2026-05-11,KXHIGHTPHX-26MAY11-B108.5,108.0,109.0,108° to 109°,no,0.06451612903225806,0.615,-55.0483870967742,0.385,25.974025974025974,0,-10.0,,,
2026-05-11,KXHIGHTPHX-26MAY11-B110.5,110.0,111.0,110° to 111°,no,0.0,0.20500000000000002,-20.5,0.7949999999999999,12.578616352201259,1,2.5786163522012586,,,
2026-05-12,KXHIGHTPHX-26MAY12-T105,-inf,104.0,104° or below,yes,0.7419354838709677,0.08,66.19354838709678,0.08,125.0,0,-10.0,,,
2026-05-12,KXHIGHTPHX-26MAY12-B105.5,105.0,106.0,105° to 106°,no,0.25806451612903225,0.455,-19.693548387096776,0.5449999999999999,18.348623853211013,1,8.348623853211013,,,
2026-05-12,KXHIGHTPHX-26MAY12-B107.5,107.0,108.0,107° to 108°,no,0.0,0.395,-39.5,0.605,16.528925619834713,0,-10.0,,,
2026-05-13,KXHIGHTPHX-26MAY13-B101.5,101.0,102.0,101° to 102°,no,0.3499005964214712,0.425,-7.509940357852879,0.575,17.39130434782609,0,-10.0,,,
2026-05-13,KXHIGHTPHX-26MAY13-B99.5,99.0,100.0,99° to 100°,yes,0.332,0.275,5.699999999999999,0.275,36.36363636363636,0,-10.0,,,
2026-05-13,KXHIGHTPHX-26MAY13-T99,-inf,98.0,98° or below,no,0.052,0.10500000000000001,-5.300000000000002,0.895,11.1731843575419,1,1.1731843575418992,,,
2026-05-18,KXHIGHTPHX-26MAY18-B86.5,86.0,87.0,86° to 87°,yes,0.228,0.135,9.3,0.135,74.07407407407408,0,-10.0,,,
2026-05-18,KXHIGHTPHX-26MAY18-B88.5,88.0,89.0,88° to 89°,no,0.384,0.565,-18.099999999999994,0.43500000000000005,22.988505747126435,1,12.988505747126435,,,
2026-05-18,KXHIGHTPHX-26MAY18-B90.5,90.0,91.0,90° to 91°,no,0.13,0.3,-17.0,0.7,14.285714285714286,1,4.2857142857142865,,,
2026-05-20,KXHIGHTPHX-26MAY20-B91.5,91.0,92.0,91° to 92°,yes,0.436,0.085,35.099999999999994,0.085,117.6470588235294,0,-10.0,,,
2026-05-20,KXHIGHTPHX-26MAY20-B93.5,93.0,94.0,93° to 94°,no,0.166,0.5800000000000001,-41.400000000000006,0.41999999999999993,23.809523809523814,0,-10.0,,,
2026-05-20,KXHIGHTPHX-26MAY20-B95.5,95.0,96.0,95° to 96°,no,0.0,0.3,-30.0,0.7,14.285714285714286,1,4.2857142857142865,,,
2026-05-21,KXHIGHTPHX-26MAY21-B93.5,93.0,94.0,93° to 94°,yes,0.3093812375249501,0.14,16.93812375249501,0.14,71.42857142857142,0,-10.0,,,
2026-05-21,KXHIGHTPHX-26MAY21-B95.5,95.0,96.0,95° to 96°,no,0.0658682634730539,0.61,-54.41317365269461,0.39,25.64102564102564,0,-10.0,,,
2026-05-21,KXHIGHTPHX-26MAY21-B97.5,97.0,98.0,97° to 98°,no,0.0,0.255,-25.5,0.745,13.422818791946309,1,3.422818791946309,,,
2026-05-25,KXHIGHTPHX-26MAY25-B95.5,95.0,96.0,95° to 96°,yes,0.46693386773547096,0.125,34.1933867735471,0.125,80.0,0,-10.0,,,
2026-05-25,KXHIGHTPHX-26MAY25-B97.5,97.0,98.0,97° to 98°,no,0.07414829659318638,0.54,-46.585170340681366,0.45999999999999996,21.73913043478261,0,-10.0,,,
2026-05-25,KXHIGHTPHX-26MAY25-B99.5,99.0,100.0,99° to 100°,no,0.0,0.255,-25.5,0.745,13.422818791946309,1,3.422818791946309,,,
2026-05-25,KXHIGHTPHX-26MAY25-B101.5,101.0,102.0,101° to 102°,no,0.0,0.05,-5.0,0.95,10.526315789473685,1,0.526315789473685,,,
2026-05-26,KXHIGHTPHX-26MAY26-B96.5,96.0,97.0,96° to 97°,no,0.232,0.45499999999999996,-22.299999999999994,0.545,18.34862385321101,0,-10.0,,,
2026-05-26,KXHIGHTPHX-26MAY26-B98.5,98.0,99.0,98° to 99°,no,0.202,0.475,-27.299999999999997,0.525,19.047619047619047,1,9.047619047619047,,,
2026-05-27,KXHIGHTPHX-26MAY27-B95.5,95.0,96.0,95° to 96°,no,0.32211581653511967,0.49,-16.788418346488033,0.51,19.607843137254903,0,-10.0,,,
2026-05-27,KXHIGHTPHX-26MAY27-B97.5,97.0,98.0,97° to 98°,yes,0.13612345292704392,0.055,8.112345292704394,0.055,181.8181818181818,0,-10.0,,,
2026-05-27,KXHIGHTPHX-26MAY27-T98,98.0,inf,99° or above,yes,0.13393992237883878,0.015,11.893992237883879,0.015,666.6666666666667,0,-10.0,,,
2026-05-27,KXHIGHTPHX-26MAY27-B93.5,93.0,94.0,93° to 94°,no,0.36498396100790576,0.41500000000000004,-5.001603899209428,0.585,17.094017094017094,1,7.094017094017094,,,
2026-05-27,KXHIGHTPHX-26MAY27-B91.5,91.0,92.0,91° to 92°,yes,0.15951041558440263,0.08499999999999999,7.451041558440263,0.08499999999999999,117.64705882352942,0,-10.0,,,
2026-05-28,KXHIGHTPHX-26MAY28-B91.5,91.0,92.0,91° to 92°,no,0.1622194804125835,0.28,-11.778051958741653,0.72,13.88888888888889,0,-10.0,,,
2026-05-28,KXHIGHTPHX-26MAY28-B93.5,93.0,94.0,93° to 94°,no,0.42304094124508573,0.535,-11.19590587549143,0.46499999999999997,21.505376344086024,1,11.505376344086024,,,
2026-05-28,KXHIGHTPHX-26MAY28-B95.5,95.0,96.0,95° to 96°,yes,0.31038303128726524,0.135,17.538303128726522,0.135,74.07407407407408,0,-10.0,,,
2026-05-28,KXHIGHTPHX-26MAY28-T91,-inf,90.0,90° or below,yes,0.1311609915096727,0.015,11.616099150967269,0.015,666.6666666666667,0,-10.0,,,
2026-05-28,KXHIGHTPHX-26MAY28-B97.5,97.0,98.0,97° to 98°,yes,0.06889301207860993,0.015,5.389301207860993,0.015,666.6666666666667,0,-10.0,,,
2026-05-29,KXHIGHTPHX-26MAY29-T86,-inf,85.0,85° or below,yes,0.27186953846238615,0.03,24.186953846238616,0.03,333.33333333333337,0,-10.0,,,
2026-05-29,KXHIGHTPHX-26MAY29-B88.5,88.0,89.0,88° to 89°,no,0.2805167003459772,0.545,-26.448329965402284,0.45499999999999996,21.97802197802198,1,11.978021978021982,,,
2026-05-31,KXHIGHTPHX-26MAY31-B97.5,97.0,98.0,97° to 98°,yes,0.44784063157033854,0.27,17.784063157033852,0.27,37.03703703703704,0,-10.0,,,
2026-05-31,KXHIGHTPHX-26MAY31-B99.5,99.0,100.0,99° to 100°,no,0.3100901476269062,0.685,-37.49098523730939,0.31499999999999995,31.74603174603175,0,-10.0,,,
2026-05-31,KXHIGHTPHX-26MAY31-B101.5,101.0,102.0,101° to 102°,no,0.0042853180102069115,0.10500000000000001,-10.071468198979309,0.895,11.1731843575419,1,1.1731843575418992,,,
2026-05-31,KXHIGHTPHX-26MAY31-T97,-inf,96.0,96° or below,yes,0.7561069514937663,0.015,74.11069514937662,0.015,666.6666666666667,0,-10.0,,,
2026-06-01,KXHIGHTPHX-26JUN01-B102.5,102.0,103.0,102° to 103°,no,0.0,0.925,-92.5,0.07499999999999996,133.3333333333334,0,-10.0,,,
2026-06-01,KXHIGHTPHX-26JUN01-B104.5,104.0,105.0,104° to 105°,no,0.0,0.08499999999999999,-8.5,0.915,10.92896174863388,1,0.9289617486338795,,,
2026-06-02,KXHIGHTPHX-26JUN02-B101.5,101.0,102.0,101° to 102°,yes,0.5806451612903226,0.04,54.064516129032256,0.04,250.0,0,-10.0,,,
2026-06-02,KXHIGHTPHX-26JUN02-B103.5,103.0,104.0,103° to 104°,no,0.03225806451612903,0.555,-52.2741935483871,0.44499999999999995,22.471910112359552,0,-10.0,,,
2026-06-02,KXHIGHTPHX-26JUN02-B105.5,105.0,106.0,105° to 106°,no,0.0,0.395,-39.5,0.605,16.528925619834713,1,6.5289256198347125,,,
2026-06-03,KXHIGHTPHX-26JUN03-B103.5,103.0,104.0,103° to 104°,yes,0.3002666373925721,0.065,23.52666373925721,0.065,153.84615384615384,0,-10.0,,,
2026-06-03,KXHIGHTPHX-26JUN03-B105.5,105.0,106.0,105° to 106°,yes,0.5992627583382544,0.345,25.42627583382544,0.345,28.985507246376812,0,-10.0,,,
2026-06-03,KXHIGHTPHX-26JUN03-B107.5,107.0,108.0,107° to 108°,no,0.08521002206857384,0.56,-47.47899779314262,0.43999999999999995,22.72727272727273,0,-10.0,,,
2026-06-05,KXHIGHTPHX-26JUN05-B107.5,107.0,108.0,107° to 108°,no,0.18378808386657794,0.6950000000000001,-51.12119161334221,0.30499999999999994,32.786885245901644,0,-10.0,,,
2026-06-05,KXHIGHTPHX-26JUN05-B105.5,105.0,106.0,105° to 106°,yes,0.5483870967741935,0.22,32.83870967741935,0.22,45.45454545454545,0,-10.0,,,
2026-06-06,KXHIGHTPHX-26JUN06-B104.5,104.0,105.0,104° to 105°,yes,0.3430780937801198,0.195,14.807809378011976,0.195,51.28205128205128,1,41.28205128205128,,,
2026-06-06,KXHIGHTPHX-26JUN06-B106.5,106.0,107.0,106° to 107°,no,0.47016334838175033,0.71,-23.983665161824963,0.29000000000000004,34.48275862068965,1,24.48275862068965,,,
2026-06-07,KXHIGHTPHX-26JUN07-B102.5,102.0,103.0,102° to 103°,yes,0.3326123660637169,0.265,6.76123660637169,0.265,37.73584905660377,1,27.73584905660377,,,
2026-06-07,KXHIGHTPHX-26JUN07-B104.5,104.0,105.0,104° to 105°,no,0.6652103717122017,0.72,-5.4789628287798315,0.28,35.71428571428571,1,25.714285714285708,,,
2026-06-08,KXHIGHTPHX-26JUN08-B102.5,102.0,103.0,102° to 103°,yes,0.3646536460817808,0.30000000000000004,6.465364608178076,0.30000000000000004,33.33333333333333,1,23.33333333333333,,,
2026-06-08,KXHIGHTPHX-26JUN08-B104.5,104.0,105.0,104° to 105°,yes,0.5922523973376561,0.485,10.725239733765612,0.485,20.61855670103093,0,-10.0,,,
2026-06-08,KXHIGHTPHX-26JUN08-T102,-inf,101.0,101° or below,no,0.028929716406652504,0.15,-12.107028359334748,0.85,11.764705882352942,1,1.764705882352942,,,
2026-06-09,KXHIGHTPHX-26JUN09-B103.5,103.0,104.0,103° to 104°,no,0.1903810559878028,0.625,-43.461894401219716,0.375,26.666666666666668,0,-10.0,,,
2026-06-09,KXHIGHTPHX-26JUN09-B105.5,105.0,106.0,105° to 106°,yes,0.36865732895358105,0.295,7.365732895358107,0.295,33.898305084745765,0,-10.0,,,
2026-06-11,KXHIGHTPHX-26JUN11-B105.5,105.0,106.0,105° to 106°,yes,0.2634730538922156,0.16499999999999998,9.84730538922156,0.16499999999999998,60.606060606060616,0,-10.0,,,
2026-06-11,KXHIGHTPHX-26JUN11-B107.5,107.0,108.0,107° to 108°,no,0.33532934131736525,0.78,-44.467065868263475,0.21999999999999997,45.45454545454546,0,-10.0,,,
2026-06-11,KXHIGHTPHX-26JUN11-B109.5,109.0,110.0,109° to 110°,no,0.0,0.060000000000000005,-6.000000000000001,0.94,10.638297872340425,1,0.6382978723404253,,,
2026-06-13,KXHIGHTPHX-26JUN13-T106,-inf,105.0,105° or below,yes,0.41935483870967744,0.055,36.435483870967744,0.055,181.8181818181818,0,-10.0,,,
2026-06-13,KXHIGHTPHX-26JUN13-B108.5,108.0,109.0,108° to 109°,no,0.2903225806451613,0.475,-18.46774193548387,0.525,19.047619047619047,1,9.047619047619047,,,
2026-06-13,KXHIGHTPHX-26JUN13-B110.5,110.0,111.0,110° to 111°,no,0.0,0.11499999999999999,-11.5,0.885,11.299435028248588,0,-10.0,,,
2026-06-13,KXHIGHTPHX-26JUN13-B106.5,106.0,107.0,106° to 107°,yes,0.3225806451612903,0.245,7.758064516129032,0.245,40.816326530612244,0,-10.0,,,
2026-06-14,KXHIGHTPHX-26JUN14-B106.5,106.0,107.0,106° to 107°,yes,0.22580645161290322,0.05,17.58064516129032,0.05,200.0,0,-10.0,,,
2026-06-14,KXHIGHTPHX-26JUN14-B110.5,110.0,111.0,110° to 111°,no,0.0,0.585,-58.5,0.41500000000000004,24.096385542168672,0,-10.0,,,
2026-06-14,KXHIGHTPHX-26JUN14-B108.5,108.0,109.0,108° to 109°,no,0.32113007965465057,0.385,-6.386992034534944,0.615,16.260162601626018,1,6.260162601626018,,,
2026-06-15,KXHIGHTPHX-26JUN15-B106.5,106.0,107.0,106° to 107°,yes,0.37524950099800397,0.195,18.024950099800396,0.195,51.28205128205128,0,-10.0,,,
2026-06-15,KXHIGHTPHX-26JUN15-B108.5,108.0,109.0,108° to 109°,no,0.405189620758483,0.62,-21.481037924151696,0.38,26.31578947368421,0,-10.0,,,
