station_id,date,actual_max_f,our_n,our_brier,kalshi_n,kalshi_brier,winning_bin_label,our_p_winning,kalshi_p_winning,best_edge_abs,best_edge_bin_label,best_edge_our_p,best_edge_kalshi_p,best_edge_correct,computed_at,ext_med,ext_spread,ext_diff_pre,clim_pct,ext_shift_f
KPHX,2026-06-10,107.0,168,0.20961525228589734,168,0.05174345238095241,107° to 108°,0.10209550449581387,0.6017857142857144,0.6029032258064516,104° or below,0.6129032258064516,0.01,0,2026-06-11T18:53:33.403406,,,,,
KLAS,2026-06-10,106.0,12,0.18479577725926133,12,0.034020833333333333,105° to 106°,0.1462925851703407,0.645,0.4987074148296593,105° to 106°,0.1462925851703407,0.645,0,2026-06-12T07:04:46.304305,,,,,
KBOS,2026-06-10,90.0,12,0.10805866666666668,12,0.028883333333333327,88° or above,0.366,0.675,0.30900000000000005,88° or above,0.366,0.675,0,2026-06-15T04:05:46.779147,,,,,
KPHX,2026-06-09,104.0,1110,0.07693915944864263,1110,0.0362625675675681,103° to 104°,0.5270892605770766,0.7377297297297297,0.6374193548387096,102° or below,0.6774193548387096,0.04,0,2026-06-10T11:17:09.106884,,,,,
KLAX,2026-06-09,72.0,6,0.3884088111202744,6,0.050283333333333326,72° to 73°,0.0,0.56,0.7050000000000001,74° to 75°,1.0,0.295,0,2026-06-10T11:17:09.859178,,,,,
KLAS,2026-06-09,98.0,6,0.3333333333333333,6,0.09395000000000003,97° to 98°,0.0,0.46499999999999997,0.97,96° or below,1.0,0.03,0,2026-06-10T11:17:10.724560,,,,,
KLGA,2026-06-09,79.0,6,0.12243333333333334,6,0.09562500000000002,78° to 79°,0.37,0.435,0.08499999999999996,80° to 81°,0.58,0.495,0,2026-06-10T11:17:11.508025,,,,,
KBOS,2026-06-09,86.0,6,0.12783880011102214,6,0.0893333333333333,85° to 86°,0.26147704590818366,0.425,0.31723552894211576,87° to 88°,0.11776447105788423,0.435,1,2026-06-10T11:17:12.513106,,,,,
KMIA,2026-06-09,89.0,6,0.27707893525499594,6,0.04582083333333334,89° to 90°,0.07370517928286853,0.585,0.741414342629482,87° to 88°,0.896414342629482,0.155,0,2026-06-10T11:17:13.346203,,,,,
KMDW,2026-06-09,88.0,6,0.08332489909274561,6,0.06919166666666667,88° to 89°,0.40040241448692154,0.5,0.09959758551307846,88° to 89°,0.40040241448692154,0.5,0,2026-06-10T11:17:14.212911,,,,,
KLGA,2026-06-08,75.0,6,0.14457438591277413,6,0.11641250000000002,74° to 75°,0.20040080160320642,0.35,0.20556112224448897,78° to 79°,0.280561122244489,0.07500000000000001,0,2026-06-09T00:22:17.010215,,,,,
KBOS,2026-06-08,74.0,6,0.12140798804320359,6,0.06506666666666665,74° to 75°,0.23493975903614459,0.455,0.22006024096385543,74° to 75°,0.23493975903614459,0.455,0,2026-06-09T00:22:18.012498,,,,,
KMDW,2026-06-08,83.0,6,0.1840749638447656,6,0.07706249999999999,82° to 83°,0.15768463073852296,0.405,0.49987025948103797,79° or below,0.564870259481038,0.065,0,2026-06-09T00:22:19.203738,,,,,
KMIA,2026-06-08,91.0,6,0.007207557551996526,6,0.03079166666666666,90° to 91°,0.8306772908366534,0.665,0.1812948207171315,88° to 89°,0.07370517928286853,0.255,1,2026-06-09T00:22:20.262412,,,,,
KPHX,2026-06-08,103.0,1116,0.10536936200107971,1116,0.06777016129032,102° to 103°,0.47496369476333405,0.6387096774193548,0.6896774193548387,101° or below,0.7096774193548387,0.02,0,2026-06-09T07:04:53.617598,,,,,
KLAS,2026-06-08,97.0,6,0.2281468578463788,6,0.055629166666666674,96° to 97°,0.17269076305220885,0.58,0.8073092369477911,95° or below,0.8273092369477911,0.02,0,2026-06-12T07:04:45.499938,,,,,
KLAX,2026-06-07,69.7,6,0.009900897319020135,6,0.08235833333333333,70° to 71°,0.8276553106212425,0.435,0.39265531062124254,70° to 71°,0.8276553106212425,0.435,1,2026-06-07T23:46:54.581251,,,,,
KBOS,2026-06-07,82.0,6,0.05582933333333332,6,0.09824583333333335,82° to 83°,0.528,0.365,0.315,84° to 85°,0.0,0.315,1,2026-06-07T23:46:55.171363,,,,,
KMDW,2026-06-07,83.0,6,0.21193580729012274,6,0.13878333333333334,83° to 84°,0.07952286282306163,0.255,0.17547713717693836,83° to 84°,0.07952286282306163,0.255,0,2026-06-07T23:46:56.030489,,,,,
KLGA,2026-06-07,81.0,6,0.0,6,0.0002583333333333337,86° or below,1.0,0.965,0.03500000000000003,86° or below,1.0,0.965,1,2026-06-07T23:46:56.576383,,,,,
KPHX,2026-06-07,103.0,1122,0.19463196363108992,1122,0.08509683600712724,102° to 103°,0.21352577935654585,0.5921122994652406,0.995,102° to 103°,0.0,0.995,0,2026-06-08T07:02:40.139591,,,,,
KLAS,2026-06-07,97.0,6,0.196608,6,0.17723749999999996,96° to 97°,0.232,0.255,0.763,95° or below,0.768,0.005,0,2026-06-12T07:04:43.960477,,,,,
KPHX,2026-06-06,105.0,1026,0.19997775781886992,1026,0.07563192007796986,104° to 105°,0.20709081652849512,0.6220175438596491,0.995,104° to 105°,0.0,0.995,0,2026-06-07T07:03:36.650791,,,,,
KMIA,2026-06-06,87.0,6,0.257492,6,0.044229166666666674,87° to 88°,0.0,0.6,0.669,83° to 84°,0.674,0.005,0,2026-06-07T15:25:27.211639,,,,,
KMDW,2026-06-06,87.0,6,0.17602205078158992,6,0.18502083333333333,87° to 88°,0.10821643286573146,0.125,0.12032064128256512,81° to 82°,0.16032064128256512,0.04,0,2026-06-11T12:46:26.528983,,,,,
KLAS,2026-06-06,101.0,6,0.09992921674946846,6,0.03738333333333333,101° to 102°,0.38922155688622756,0.645,0.25577844311377246,101° to 102°,0.38922155688622756,0.645,0,2026-06-12T07:04:41.845716,,,,,
KPHX,2026-06-05,108.0,1080,0.07625082857488548,1080,0.011678032407407805,107° to 108°,0.5622019187541448,0.833,0.630483870967742,107° to 108°,0.06451612903225806,0.6950000000000001,0,2026-06-06T07:07:00.484720,,,,,
KMIA,2026-06-05,85.0,6,0.29646229829097626,6,0.0579625,85° to 86°,0.0,0.52,0.8532435129740519,81° to 82°,0.8782435129740519,0.025,0,2026-06-07T15:25:26.259892,,,,,
KPHX,2026-06-04,108.0,1122,0.23058417102772027,1122,0.021220031194296378,107° to 108°,0.15204303174032427,0.776096256684492,0.995,111° to 112°,1.0,0.005,0,2026-06-05T07:02:49.153408,,,,,
KMIA,2026-06-04,85.0,12,0.2621477413852421,12,0.14960624999999997,85° to 86°,0.0,0.2425,0.739,81° to 82°,0.754,0.015,0,2026-06-07T15:25:24.922783,,,,,
KBOS,2026-06-04,89.0,12,0.17619375158332698,12,0.09071249999999999,88° to 89°,0.11012825651302605,0.3925,0.395,90° to 91°,0.0,0.395,1,2026-06-07T15:25:29.544218,,,,,
KLGA,2026-06-04,86.0,12,0.20475264568128448,12,0.05112708333333333,86° to 87°,0.13412331962580865,0.5725,0.5500200803212851,84° to 85°,0.7550200803212851,0.20500000000000002,0,2026-06-07T15:25:32.386011,,,,,
KPHX,2026-06-03,107.0,1104,0.12560873336317688,1104,0.04569889039855123,107° to 108°,0.4456775906668844,0.6941032608695652,0.925,107° to 108°,1.0,0.075,1,2026-06-04T07:07:51.810160,,,,,
KPHX,2026-06-02,104.0,1110,0.01953379740110602,1110,0.06553745495495297,103° to 104°,0.8031924266015952,0.6332162162162162,0.7669999999999999,103° to 104°,0.972,0.20500000000000002,1,2026-06-03T07:04:00.065509,,,,,
KPHX,2026-06-01,103.0,1110,0.3027572511020145,1110,0.021380472972973467,102° to 103°,0.043243243243243246,0.777081081081081,0.995,100° to 101°,1.0,0.005,0,2026-06-02T07:04:56.636574,,,,,
KPHX,2026-05-31,99.0,840,0.30745722099627487,840,0.008752172619047566,99° to 100°,0.005394411177644711,0.882,0.995,97° to 98°,1.0,0.005,0,2026-06-01T07:04:57.332476,,,,,
KLGA,2026-05-30,69.0,1098,0.32217313097884903,1098,0.001837317850637487,68° to 69°,0.033139432399083374,0.9408196721311475,0.995,67° or below,1.0,0.005,0,2026-05-31T04:02:34.248687,,,,,
KLGA,2026-05-29,75.0,1116,0.006496823186057357,1116,0.04251928763440911,77° or below,0.8866425656149495,0.7162903225806451,0.5437096774193548,77° or below,0.8387096774193549,0.295,1,2026-05-30T04:04:21.733941,,,,,
KPHX,2026-05-29,86.0,6,0.1399583766909469,6,0.11953750000000003,86° to 87°,0.22580645161290322,0.355,0.12919354838709676,86° to 87°,0.22580645161290322,0.355,0,2026-05-31T14:42:29.394655,,,,,
KLGA,2026-05-28,75.0,168,0.0007956078202784039,168,0.0033117559523810043,75° or below,0.9907672487832808,0.9758928571428571,0.2814829659318637,75° or below,0.7414829659318637,0.45999999999999996,1,2026-05-29T04:00:51.055401,,,,,
KPHX,2026-05-28,92.0,822,0.19590155664227377,822,0.11729102798053372,91° to 92°,0.1127177297565294,0.4062043795620438,0.9469038076152304,97° to 98°,0.9519038076152304,0.005,0,2026-05-31T14:42:28.673410,,,,,
KPHX,2026-05-27,96.0,1116,0.19698465880977575,1116,0.031731294802867877,95° to 96°,0.2242901743102973,0.747016129032258,0.995,99° or above,1.0,0.005,0,2026-05-28T07:02:34.665520,,,,,
KLGA,2026-05-27,81.0,6,0.13767466666666664,6,0.20303333333333337,81° to 82°,0.294,0.11499999999999999,0.362,83° to 84°,0.138,0.5,1,2026-05-29T04:00:50.683037,,,,,
KPHX,2026-05-26,97.0,222,0.3120061981981982,222,0.009548536036035983,96° to 97°,0.02508108108108108,0.9367567567567566,0.995,96° to 97°,0.0,0.995,0,2026-05-27T07:07:35.057209,,,,,
KLGA,2026-05-26,79.0,36,0.15373245524918228,36,0.055697222222222224,79° to 80°,0.2315369261477046,0.5191666666666667,0.30346307385229543,79° to 80°,0.2315369261477046,0.535,0,2026-05-29T04:00:50.170658,,,,,
KLGA,2026-05-25,73.0,750,0.17072356787070173,750,0.04143553333333374,72° to 73°,0.22103663165927348,0.6389600000000001,0.696,72° to 73°,0.064,0.76,0,2026-05-26T12:12:47.955022,,,,,
KPHX,2026-05-25,98.0,6,0.21430569890616238,6,0.049145833333333326,97° to 98°,0.07414829659318638,0.54,0.46585170340681364,97° to 98°,0.07414829659318638,0.54,0,2026-05-27T01:25:46.040775,,,,,
KLAS,2026-05-24,94.0,1104,0.19789741116247356,1104,0.021366145833333745,93° to 94°,0.3212323580467548,0.7854891304347826,0.995,93° to 94°,0.0,0.995,0,2026-05-25T07:05:03.194609,,,,,
KLAS,2026-05-23,95.0,1098,0.21531072012360802,1098,0.07377750455373183,94° to 95°,0.21912378676737615,0.601639344262295,0.995,94° to 95°,0.0,0.995,0,2026-05-24T07:02:57.076288,,,,,
KLAS,2026-05-22,95.0,1098,0.12184472567796015,1098,0.015501867030965802,94° to 95°,0.5243451801991822,0.800655737704918,0.995,94° to 95°,0.0,0.995,0,2026-05-23T07:03:34.830407,,,,,
KLAS,2026-05-21,93.0,1110,0.16812006604722365,1110,0.01316531531531574,93° to 94°,0.3837837837837838,0.823027027027027,0.94,91° to 92°,1.0,0.060000000000000005,0,2026-05-22T07:03:52.780899,,,,,
KLGA,2026-05-21,66.0,6,0.006121333333333334,6,0.0004250000000000003,67° or below,0.852,0.965,0.11299999999999999,67° or below,0.852,0.965,0,2026-05-26T12:12:47.564638,,,,,
KPHX,2026-05-21,96.0,6,0.2264386728870934,6,0.03947916666666667,95° to 96°,0.0658682634730539,0.61,0.619750499001996,92° or below,0.624750499001996,0.005,0,2026-05-27T01:25:45.414598,,,,,
KLAS,2026-05-20,87.0,708,0.21364875168358996,708,0.02842277542372938,87° to 88°,0.21571979064292918,0.7984745762711865,0.995,85° to 86°,1.0,0.005,0,2026-05-21T07:04:14.762677,,,,,
KLGA,2026-05-20,92.7,6,0.23372151239769298,6,0.13190416666666668,93° to 94°,0.033932135728542916,0.295,0.26106786427145706,93° to 94°,0.033932135728542916,0.295,0,2026-05-26T12:12:45.965856,,,,,
KPHX,2026-05-20,92.8,6,0.17400933333333332,6,0.04564999999999999,93° to 94°,0.166,0.5800000000000001,0.41400000000000003,93° to 94°,0.166,0.5800000000000001,0,2026-05-27T01:25:43.272914,,,,,
KBOS,2026-05-19,95.4,1092,0.3327730195576189,1092,0.081981043956042,95° to 96°,0.0,0.5129945054945054,0.995,90° or below,1.0,0.005,0,2026-05-20T04:04:20.512968,,,,,
KLAS,2026-05-19,81.0,12,0.02803466666666667,12,0.024262500000000003,80° to 81°,0.792,0.755,0.329,79° or below,0.404,0.07500000000000001,0,2026-05-21T07:04:14.332052,,,,,
KLGA,2026-05-19,96.5,6,0.23811818694168563,6,0.13755833333333337,97° or above,0.0,0.295,0.4407915831663327,95° to 96°,0.10420841683366733,0.545,1,2026-05-26T12:12:43.383999,,,,,
KPHX,2026-05-19,89.8,6,0.13201243170532803,6,0.11960416666666669,90° to 91°,0.31610337972166996,0.345,0.5396719681908548,89° or below,0.5546719681908548,0.015,0,2026-05-27T01:25:40.286850,,,,,
KBOS,2026-05-18,70.0,150,0.03784757526512104,150,0.011924499999999958,72° or below,0.8351999999999999,0.8706,0.950863453815261,81° or above,0.9658634538152611,0.015,0,2026-05-19T04:03:43.049711,,,,,
KLAS,2026-05-18,76.0,678,0.08281437482184538,678,0.11400674778761019,76° to 77°,0.5108634601303844,0.4513716814159292,0.6161646586345382,76° to 77°,0.7911646586345381,0.175,1,2026-05-21T07:04:13.656222,,,,,
KLGA,2026-05-18,90.2,30,7.352955039165195e-05,30,0.00010083333333333332,85° or above,1.0,0.9869999999999999,0.025000000000000022,85° or above,1.0,0.975,1,2026-05-26T12:12:39.882127,,,,,
KPHX,2026-05-18,85.4,36,0.2160905470500119,36,0.2833409722222224,85° or below,0.112,0.005,0.995,86° to 87°,0.0,0.995,1,2026-05-27T01:25:37.413710,,,,,
KLAX,2026-05-17,71.0,1092,0.15604214178030257,1092,0.02982097069597122,70° to 71°,0.42602653914877586,0.7651648351648351,0.985,70° to 71°,0.0,0.985,0,2026-05-18T07:04:27.571064,,,,,
KBOS,2026-05-17,90.0,6,0.2239147633945245,6,0.1475375,89° or above,0.026052104208416832,0.195,0.28114228456913826,85° to 86°,0.5711422845691383,0.29000000000000004,0,2026-05-19T04:03:42.443516,,,,,
KLGA,2026-05-17,90.5,6,0.24865094249956157,6,0.21032083333333332,91° or above,0.0,0.06,0.33499999999999996,89° to 90°,0.0,0.33499999999999996,1,2026-05-26T12:12:36.233832,,,,,
KLAX,2026-05-16,70.0,492,0.11359403389657795,492,0.06628277439024437,69° to 70°,0.5918243808200983,0.6546341463414634,0.36758449304174945,67° to 68°,0.9025844930417495,0.535,0,2026-05-17T07:06:25.085171,,,,,
KLAX,2026-05-15,68.0,852,0.2843427174220032,852,0.045631719483568534,67° to 68°,0.07828517144602198,0.6840845070422535,0.995,67° to 68°,0.0,0.995,0,2026-05-16T07:03:59.232915,,,,,
KLGA,2026-05-15,66.8,360,0.05262126473922216,360,0.04613576388888909,67° to 68°,0.5553263551111719,0.5734166666666667,0.365,69° to 70°,0.45,0.08499999999999999,0,2026-05-26T12:12:32.917003,,,,,
KLGA,2026-05-14,66.0,78,0.3333333333333333,78,2.5000000000000028e-05,65° to 66°,0.0,0.995,0.995,65° to 66°,0.0,0.995,0,2026-05-15T04:07:52.844574,,,,,
KLAX,2026-05-14,70.0,858,0.007364340119024623,858,0.05505224358974393,69° to 70°,0.9124484112372552,0.6098951048951049,0.825,69° to 70°,1.0,0.175,1,2026-05-16T07:03:58.719307,,,,,
KPHX,2026-05-14,99.2,48,0.3541666666666667,48,0.3300250000000001,99° to 100°,0.0,0.005,0.995,101° to 102°,0.0,0.995,1,2026-05-27T01:25:34.468989,,,,,
KLAX,2026-05-13,70.0,756,0.07099913066503805,756,0.007889649470899415,69° or above,0.8788124233383984,0.9317063492063492,0.8443975903614458,67° to 68°,0.8493975903614458,0.005,0,2026-05-14T07:04:21.658517,,,,,
KPHX,2026-05-13,101.0,330,0.0856469437078079,330,0.06920568181818182,101° to 102°,0.38213923136270855,0.4517272727272727,0.157570281124498,101° to 102°,0.357429718875502,0.515,0,2026-05-15T00:46:43.997171,,,,,
KPHX,2026-05-12,108.0,462,0.2972614822306697,462,0.05132803030303078,107° to 108°,0.0,0.6777272727272727,0.995,107° to 108°,0.0,0.995,0,2026-05-13T07:07:54.337328,,,,,
KLAX,2026-05-12,67.0,6,0.04168575689605486,6,0.07630416666666666,67° to 68°,0.6347305389221557,0.435,0.335,65° to 66°,0.0,0.335,1,2026-05-14T07:04:21.259187,,,,,
KLGA,2026-05-12,66.0,6,0.1290933333333333,6,0.04415,66° to 67°,0.292,0.58,0.313,68° to 69°,0.488,0.175,0,2026-05-15T04:07:52.268340,,,,,
KBOS,2026-05-12,61.4,660,0.16848566771423096,660,0.10919196969696997,61° to 62°,0.33430987950983565,0.46863636363636363,0.987,59° to 60°,0.992,0.005,0,2026-05-19T04:03:41.490660,,,,,
KLAS,2026-05-12,104.0,6,0.22229526309988143,6,0.029100000000000004,103° to 104°,0.17165668662674652,0.695,0.7543912175648703,101° to 102°,0.8043912175648703,0.05,0,2026-05-21T07:04:12.301878,,,,,
KPHX,2026-05-11,109.0,1080,0.15599444378540317,1080,0.01339493055555593,108° to 109°,0.38477956210091224,0.8209722222222222,0.995,108° to 109°,0.0,0.995,0,2026-05-12T07:08:15.849611,,,,,
KPHX,2026-05-10,106.0,1056,0.19290485701269341,1056,0.03325016571969743,105° to 106°,0.3063026427540057,0.7263920454545455,0.995,105° to 106°,0.0,0.995,0,2026-05-11T07:05:03.381387,,,,,
KPHX,2026-05-09,105.0,1092,0.21715973949493977,1092,0.09974100274725027,105° to 106°,0.21978021978021978,0.5477747252747253,0.995,103° to 104°,1.0,0.005,0,2026-05-10T07:05:08.998808,,,,,
KPHX,2026-05-08,101.0,944,0.13164416529708958,944,0.045449682203390136,101°,0.17294700231403623,0.5406018518518518,0.995,100° to 101°,0.0,0.995,0,2026-05-09T07:06:45.144930,,,,,
KPHX,2026-05-07,94.7,1780,0.14496525120860468,1780,0.11275710674157391,95°,0.13682493657122147,0.19303370786516855,1.0,95°,1.0,0.0,1,2026-05-08T07:03:58.910815,,,,,
KPHX,2026-05-06,84.3,825,0.21370905435268248,825,0.06664345454545484,84°,0.03665292894399101,0.5124778761061947,1.0,87°,1.0,0.0,0,2026-05-07T07:05:23.140934,,,,,
KLAX,2026-05-06,68.4,28,0.0,28,0.012601785714285718,68°,1.0,0.6425,0.41000000000000003,68°,1.0,0.59,1,2026-05-14T07:04:20.695223,,,,,
KBOS,2026-05-06,70.0,1016,0.08836642351263967,1016,0.13758944389763858,70°,0.21020741946323512,0.12965686274509805,0.85,63° or below,0.0,0.85,1,2026-05-19T04:03:37.385072,,,,,
KBOS,2026-05-05,76.3,144,0.25,144,0.2025201388888889,76°,0.0,0.07999999999999996,1.0,75°,1.0,0.0,0,2026-05-06T04:09:59.202743,,,,,
KPHX,2026-05-05,78.3,28,0.22357651392396274,28,0.25538571428571427,78°,0.0,0.0,0.88,79°,0.0,0.88,1,2026-05-07T07:05:22.379746,,,,,
KLGA,2026-05-05,84.4,12,0.16666666666666666,12,0.14739166666666667,84°,0.0,0.0,0.13,76°,1.0,0.87,0,2026-05-15T04:07:51.133091,,,,,
KLGA,2026-05-03,57.7,1004,0.16200180985895474,1004,0.12819980079681273,58°,0.10128136250048418,0.23546052631578948,0.995,61°,1.0,0.0050000000000000044,0,2026-05-15T04:07:47.983352,,,,,
KLGA,2026-05-02,59.5,1651,0.08108317030522205,1651,0.08199775893397983,60°,0.28499474867909563,0.34697222222222224,0.94,60°,0.0,0.94,0,2026-05-03T04:06:45.253640,,,,,
KLGA,2026-05-01,65.5,1432,0.17644835426518224,1432,0.17090647695530833,66°,0.0005406379527842854,0.028463687150837993,0.99,62°,1.0,0.010000000000000009,0,2026-05-02T04:06:02.428283,,,,,
KLGA,2026-04-30,60.1,1330,0.1382300187523606,1330,0.06810355263157955,60°,0.1586279459577541,0.45066091954022985,1.0,61°,1.0,0.0,0,2026-05-01T04:05:45.378386,,,,,
KLGA,2026-04-29,62.8,230,0.2,230,0.19182304347826085,63°,0.0,0.010000000000000002,1.0,59°,1.0,0.0,0,2026-04-30T04:07:42.389414,,,,,
KPHX,2026-04-29,90.0,86,0.22832050238287763,86,0.23698895348837204,90°,0.0,0.0,0.18760479041916167,92°,0.19760479041916168,0.009999999999999995,0,2026-05-06T00:44:43.942677,,,,,
KLAS,2026-04-28,76.2,561,0.1587630174578192,561,0.19727406417112342,76°,0.39716567829337857,0.16151685393258425,1.0,76°,1.0,0.0,1,2026-04-29T07:03:09.753919,,,,,
KPHX,2026-04-28,85.8,229,0.2456026986260538,229,0.08612903930131001,86°,0.0,0.3267647058823529,0.87,86°,0.0,0.87,0,2026-04-29T23:37:39.141834,,,,,
KLGA,2026-04-28,64.8,130,0.06993594254390478,130,0.06880480769230762,65°,0.2387940596812954,0.2811538461538462,0.2682634730538922,64°,0.1317365269461078,0.4,1,2026-04-30T00:15:56.880382,,,,,
KBOS,2026-04-28,52.2,627,0.10505140782951754,627,0.059942543859649276,52°,0.10291288734608088,0.3503389830508475,0.7999999999999999,52°,0.0,0.7999999999999999,0,2026-05-06T04:09:58.101827,,,,,
KPHX,2026-04-27,80.8,591,0.06817698343586703,591,0.2117640439932324,81°,0.5621261716643228,0.06570512820512821,1.0,81°,1.0,0.0,1,2026-04-28T07:03:42.892832,,,,,
KPHX,2026-04-26,78.6,364,0.1993726350461981,364,0.1838219093406597,79°,0.0,0.029729729729729724,0.313313373253493,75° or below,0.34331337325349304,0.030000000000000027,0,2026-04-27T07:05:42.463776,,,,,
KLAS,2026-04-26,68.6,6,0.24477144000760367,6,0.1645166666666667,69°,0.050100200400801605,0.1399999999999999,0.6754509018036071,67° or below,0.7254509018036072,0.050000000000000044,0,2026-04-29T07:03:08.932121,,,,,
KLGA,2026-04-26,56.0,990,0.11990415799513184,990,0.11026520202020239,56°,0.07480265321477737,0.2481818181818182,0.9289034205231388,57°,0.01609657947686117,0.945,1,2026-04-30T00:15:56.119278,,,,,
KBOS,2026-04-26,56.5,18,0.08305633396440444,18,0.12490555555555553,57°,0.2544731610337972,0.02,0.2861630218687873,58° or above,0.3061630218687873,0.02,0,2026-05-06T04:09:57.195503,,,,,
KLAX,2026-04-25,63.1,1524,0.13851339624576825,1524,0.12268405511811077,63°,0.010439470739865937,0.005137614678899082,1.0,64°,1.0,0.0,0,2026-04-26T07:05:34.035369,,,,,
KPHX,2026-04-25,84.1,84,0.11402918081982769,84,0.12524374999999993,84°,0.17849333590882752,0.19499999999999998,0.39699999999999996,85°,0.188,0.585,1,2026-04-27T01:38:04.841147,,,,,
KLAS,2026-04-25,74.9,70,0.09337669309849841,70,0.12814964285714286,75°,0.1304188181296615,0.05999999999999994,0.39,80°,0.0,0.39,1,2026-04-29T07:03:08.133083,,,,,
KLGA,2026-04-25,50.5,332,0.18080749221089581,332,0.14652319277108425,51°,0.16629643877230665,0.2080851063829787,0.927741935483871,52°,0.967741935483871,0.039999999999999994,0,2026-04-30T00:15:55.375305,,,,,
KBOS,2026-04-25,50.1,466,0.05344026282015683,466,0.12844839055793963,50°,0.3433915327318143,0.11202127659574468,0.778,48°,0.062,0.8400000000000001,1,2026-05-06T04:09:56.153138,,,,,
KLGA,2026-04-24,68.9,260,0.10621379345653409,260,0.14569634615384608,68° or above,0.2832525183206989,0.03538461538461539,0.4996825396825397,68° or above,0.5396825396825397,0.04,1,2026-04-25T04:01:48.583017,,,,,
KLAX,2026-04-24,72.0,240,0.13952261182914005,240,0.07666333333333333,72°,0.0013440860215053762,0.1935416666666667,0.7459677419354839,70°,0.8709677419354839,0.125,0,2026-04-26T07:05:33.216730,,,,,
